filename,width,height,class,xmin,ymin,xmax,ymax
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,525,367,575,419
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,570,411,617,435
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,540,401,607,448
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,606,435,640,484
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,616,333,640,431
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,566,179,640,221
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,481,447,640,501
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,622,496,640,556
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,572,552,618,640
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,567,565,640,632
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,582,602,630,636
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,481,593,527,621
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,363,604,459,640
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,340,562,472,609
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,310,522,389,556
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,380,524,431,560
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,373,552,424,586
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,287,608,339,640
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,292,578,353,640
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,288,567,384,627
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,187,503,234,571
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,226,468,316,514
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,297,453,390,504
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,365,478,493,518
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,183,570,262,638
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,129,416,229,462
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,94,465,169,495
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,38,417,121,509
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,0,506,72,585
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,0,540,49,579
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,30,519,148,593
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,0,587,42,640
2023-02-28-12-32-04_jpg.rf.4918153764b6682f3191572a76eaf124.jpg,640,640,fossil,350,422,438,471
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,0,252,12,389
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,0,19,17,171
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,51,22,97,170
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,38,471,74,591
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,46,257,88,379
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,108,453,150,597
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,133,260,182,420
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,119,19,161,165
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,205,11,257,163
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,301,19,345,168
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,221,281,267,435
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,190,492,227,624
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,374,1,460,205
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,488,0,528,159
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,307,320,343,430
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,359,313,408,437
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,438,306,490,450
2023-02-28-12-20-30_jpg.rf.40fd0de5eb7cffba66b36266995b2938.jpg,640,640,fossil,494,276,548,406
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,30,0,155,52
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,183,0,290,42
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,42,42,128,121
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,0,48,86,126
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,0,109,167,152
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,0,125,169,195
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,123,68,243,140
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,233,29,313,107
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,297,59,373,137
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,233,0,340,96
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,253,0,379,49
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,343,17,407,69
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,355,28,419,105
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,338,61,431,153
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,384,0,452,90
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,437,0,487,38
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,475,1,541,55
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,525,0,555,59
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,435,30,535,75
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,439,60,545,106
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,347,90,454,224
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,361,106,493,240
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,468,96,564,138
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,498,65,640,161
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,60,305,124,345
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,1,185,79,267
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,0,288,31,360
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,0,355,20,451
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,38,361,152,466
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,70,425,125,459
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,80,354,164,454
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,116,340,346,392
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,192,316,338,387
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,120,379,256,422
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,164,371,240,447
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,34,474,176,552
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,169,456,205,566
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,196,487,274,540
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,187,420,369,502
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,269,401,448,449
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,289,436,399,506
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,294,480,366,528
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,308,509,506,565
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,400,532,468,618
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,26,591,226,633
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,626,149,640,172
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,559,136,640,200
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,441,142,625,230
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,629,178,640,226
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,548,156,640,222
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,509,155,605,206
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,484,214,640,253
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,540,205,640,274
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,582,253,640,290
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,624,237,640,265
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,393,204,499,347
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,374,321,416,374
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,339,352,542,444
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,405,367,581,485
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,462,234,510,333
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,485,310,581,368
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,433,470,527,522
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,498,447,639,487
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,592,456,640,532
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,555,470,620,534
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,610,387,640,435
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,511,487,567,561
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,550,500,640,638
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,535,574,594,620
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,431,583,543,613
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,439,604,640,640
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,615,587,640,617
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,605,539,640,584
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,588,518,640,560
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,349,603,447,640
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,523,632,573,640
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,584,271,640,355
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,395,288,441,338
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,477,263,553,351
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,490,216,536,272
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,507,247,583,320
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,545,263,604,355
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,616,347,640,405
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,559,342,630,398
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,427,415,485,454
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,527,390,640,452
2023-02-28-12-32-19_jpg.rf.45da3afacd33d4ba6685318a220c9b83.jpg,640,640,fossil,629,415,640,495
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,50,25,94,74
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,115,7,154,67
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,136,34,190,82
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,139,62,209,116
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,50,96,82,155
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,92,58,119,131
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,117,90,142,136
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,138,115,193,142
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,125,138,153,198
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,48,298,134,342
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,43,357,141,394
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,63,407,127,439
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,48,461,150,495
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,46,532,140,574
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,280,516,342,563
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,277,439,349,460
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,289,451,367,470
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,379,113,411,150
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,375,168,412,201
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,377,214,410,240
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,378,263,399,292
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,384,309,417,338
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,390,350,409,391
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,518,159,575,192
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,506,203,583,244
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,501,261,586,307
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,512,321,575,357
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,495,383,567,425
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,466,438,548,489
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,471,502,537,537
2023-02-28-12-29-02_jpg.rf.48962e95547add247e93356a5046a2d4.jpg,640,640,fossil,497,560,568,593
2023-02-28-12-20-46_jpg.rf.4bd5eb7e1302d9a0a81c138c38caad6d.jpg,640,640,fossil,129,506,428,572
2023-02-28-12-20-46_jpg.rf.4bd5eb7e1302d9a0a81c138c38caad6d.jpg,640,640,fossil,127,418,436,489
2023-02-28-12-20-46_jpg.rf.4bd5eb7e1302d9a0a81c138c38caad6d.jpg,640,640,fossil,197,340,403,395
2023-02-28-12-20-46_jpg.rf.4bd5eb7e1302d9a0a81c138c38caad6d.jpg,640,640,fossil,154,220,476,290
2023-02-28-12-20-46_jpg.rf.4bd5eb7e1302d9a0a81c138c38caad6d.jpg,640,640,fossil,149,72,476,158
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,491,0,583,53
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,492,0,609,36
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,283,1,365,33
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,180,0,277,37
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,175,0,263,84
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,155,0,225,92
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,98,140,226,180
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,254,60,316,123
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,328,44,412,104
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,402,80,442,149
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,408,37,488,121
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,533,77,601,139
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,506,112,596,162
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,491,131,566,219
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,586,157,632,225
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,311,87,359,193
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,274,109,327,148
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,300,94,338,166
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,167,172,253,227
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,263,177,319,253
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,225,193,285,247
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,348,216,402,254
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,590,232,640,294
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,600,266,640,302
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,522,235,600,280
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,401,256,494,308
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,362,302,549,332
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,310,322,394,372
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,236,316,358,390
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,268,259,311,333
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,194,238,280,324
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,173,272,213,340
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,120,218,168,294
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,75,291,141,350
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,541,291,605,331
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,454,328,554,369
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,406,322,457,360
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,381,393,437,472
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,297,412,366,482
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,153,418,287,468
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,147,460,246,489
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,433,383,517,473
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,493,372,591,424
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,553,383,640,431
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,602,398,640,448
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,543,421,587,486
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,563,415,623,507
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,566,296,640,374
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,608,293,640,373
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,590,366,640,406
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,484,472,534,517
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,409,478,497,554
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,506,515,562,559
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,545,497,624,548
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,594,559,640,627
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,542,604,584,640
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,458,601,570,640
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,373,580,445,640
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,343,533,387,603
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,287,500,333,608
2023-02-28-12-26-44_jpg.rf.45676effde221fbedc5d005b20594928.jpg,640,640,fossil,352,125,452,173
